mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
56011,112368,4910,8438,16122,0,0.3326483706400442,0.05011313762405051,189411,0.8889610423893016
