missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
32056,52511,101306,3538,8331,0,0.3413861926835135,0.05416176365421247,189411,0.8120806077788513
