invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
267943,16768,20,29,1,0,0.40816326530612246,0.02040816326530612,284760,0.00017207472959685348
