missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9319,34465,52,61,5,0,0.46017699115044247,0.04424778761061947,43897,0.002574207804633574
