invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
16549,10980,7449,8920,914,0,0.4550675056509255,0.055837253344737006,43898,0.37288714747824503
