matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
486959,59353,7370,11862,1281,0,0.10864304646429147,0.021712867372490445,554963,0.9844115733841715
