matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8390,6196,900,13152,19517,0,0.4247908953791307,0.061703002879473466,47255,0.30866574965612104
