missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11410,2426,1907,237,31513,0,0.44011077775213475,0.054696515116547426,47256,0.09169206026747927
