invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9394,16867,183750,12497,74749,0,0.28916552868676476,0.04834448102313742,284760,0.9077784801236128
