matches,mismatches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
63948,30789,31632,2109,4987,0,0.3249944583425694,0.05264046782144252,128478,0.7373791621911923
