matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
73798,20106,2435,11461,6910,0,0.2141122848866928,0.02593073777474868,112275,0.8363749721665553
