missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10044,17868,14416,1803,1569,0,0.4465369842646512,0.0558480981291042,43897,0.735448891723808
