mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
10616,14652,3122,1454,18866,0,0.4201361405730568,0.05754313756529998,47256,0.5347045877772135
