missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11887,2827,4269,377,28272,0,0.3983934611048478,0.053128523111612175,47255,0.15016400380912073
