matches,missing_hit,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
88614,585,21269,1807,2645,0,0.19356042335939136,0.024071057397413612,112275,0.9786951681140058
