missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
12729,12952,16038,1601,2178,0,0.44677474991376337,0.05522593997930321,43897,0.6604095951887373
