invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
216764,56982,4603,948,6412,0,0.41788470267816613,0.08606445755787562,284761,0.03868156102837116
