matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
13938,32548,7142,1257,74850,0,0.3388045540796964,0.05962998102466793,128478,0.16407478323137034
