mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
9665,18031,42113,1534,58669,0,0.3489673599075679,0.055387059503177356,128478,0.215569980852753
