matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
163343,33731,70561,12160,17125,0,0.30166649565633763,0.051987140023257404,284760,0.8214075010535188
