invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
69893,20474,24677,2186,13434,0,0.3524966545091968,0.05735876780981869,128478,0.2966344432509846
