matches,mismatches,invalid_lift,missing_hit,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
65755,42676,2409,8759,3076,0,0.3935774824542797,0.02836827106639245,119599,0.9066212928201741
