invalid_lift,missing_hit,mismatches,matches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
236455,1428,3,0,0,1.0,0,0.0,237886,1.2611082619405934e-05
