mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
70781,175533,12115,9797,28649,0,0.28736084834804354,0.04918518638810624,284760,0.8649880601208035
