matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
72833,44280,3446,1929,557,0,0.3780963684646453,0.029424572848445518,119599,0.9792138730256942
