mismatches,matches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
43328,72928,2679,3365,665,0,0.3726947426369392,0.028944742636939167,119600,0.9720401337792642
