mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
4964,6083,25560,643,7291,0,0.44935276545668507,0.058205847741468274,43898,0.2516515558795389
