missing_hit,mismatches,matches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
8601,15516,18497,1283,1860,0,0.4561785199776556,0.054684973392526384,43897,0.7748365491947058
