matches,mismatches_next_base,mismatches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
39246,3532,20756,20982,47494,0,0.3459218026065798,0.05886470450984967,128478,0.4670215912451937
