invalid_lift,missing_hit,matches,mismatches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
75564,7653,22839,13543,1091,0,0.3722445165191578,0.029987356385025563,119599,0.30419986789187203
