invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
175483,13528,106,294,22,0,0.265,0.055,189411,0.0021118097681760827
