mismatches,matches,missing_hit,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
55107,112992,15429,5883,8398,0,0.3278246747452394,0.04995865531621247,189411,0.8874827755515783
