missing_hit,matches,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
4143,419,118,17,550284,0,0.21973929236499068,0.03165735567970205,554964,0.0009676303327783423
