mismatches,missing_hit,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
6320,17576,7912,803,12090,0,0.4440697020798201,0.0564221472737493,43898,0.32420611417376644
