matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
108679,54165,8194,8264,18373,0,0.33261894819581933,0.05074795509813072,189411,0.859738874722165
