matches,mismatches_next_base,missing_hit,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
63329,5044,27191,33159,4799,0,0.3436593151479977,0.05227593068568112,128478,0.7510079546692819
