matches,mismatches,mismatches_next_base,missing_hit,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
153063,66100,11550,54513,11084,0,0.30160200398789944,0.05270050145325625,284760,0.7696411012782695
