missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
49844,26606,14484,37544,2506,0,0.3524945242151375,0.060988074957410564,128478,0.3198212923613381
