missing_hit,matches,mismatches_next_base,mismatches,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
11948,11927,1118,9192,10831,0,0.4352478810549742,0.05293811260002841,43898,0.4810925326894164
