matches,missing_hit,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3982,22496,2229,99771,391,0,0.3588794075028176,0.06295282563194332,128478,0.048342906956833076
