mismatches,mismatches_next_base,matches,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
234759,230437,76571,241328,2305,0,0.7540519705778435,0.7401695949635435,554963,0.5609923544452513
