missing_hit,matches,mismatches,invalid_lift,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
62048,81022,41506,4835,6681,0,0.3387470618960564,0.054526312353094804,189411,0.6468895681876976
