missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
32486,27502,11604,40683,1310,0,0.22192896895977968,0.02505402872606958,112275,0.4657047428189713
