matches,mismatches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
171610,59514,6870,5119,1643,0,0.2574981395268341,0.029724303836901403,237886,0.971574619775859
