invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
72735,375,29436,28997,9729,0,0.7515894293374186,0.7403804417209243,112275,0.3488309953239813
