matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
64596,25022,35480,5608,3380,0,0.3545305567768496,0.05603741156720892,128478,0.7789349149270692
