missing_hit,invalid_lift,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
53633,11964,22797,4144,40084,0,0.3625419443075015,0.06590225982411221,128478,0.4894300969815844
