matches,missing_hit,mismatches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
19382,8629,14587,1929,1300,0,0.4294209426241573,0.05678707056433807,43898,0.7738165747870063
