mismatches,matches,mismatches_next_base,invalid_lift,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
56655,113664,8496,4177,14915,0,0.33264051573811493,0.04988286685572367,189411,0.8992033197649556
