mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
3701,4593,9316,466,26288,0,0.4462261876054979,0.0561851941162286,43898,0.18893799261925373
