invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
37567,8255,921,68,512,0,0.3572923935799023,0.04745289602233078,47255,0.030324833350968153
