invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
35832,8064,1,1,0,0.5,0,0.0,43898,4.556016219417741e-05
