matches,invalid_lift,mismatches,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
87507,1830,22416,2573,522,0,0.2039245653775825,0.023407294196846885,112275,0.9790514362057449
