invalid_lift,missing_hit,matches,mismatches,missing_chrom,fraction_mismatches,mismatches_next_base,fraction_mismatches_next_base,n_sites,fraction_lifted
236244,1615,18,9,0,0.3333333333333333,0,0.0,237886,0.00011349974357465341
