invalid_lift,missing_hit,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
26958,1198,18595,65524,2134,0,0.22105588511513452,0.025368822739214685,112275,0.7492228902248942
