missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
43000,3725,48840,93846,8011,0,0.3422900634960683,0.05614426082446771,189411,0.7533142214549313
