missing_hit,mismatches,matches,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
77065,43627,95644,7683,68424,0,0.3132525795032706,0.05516582777462645,284760,0.48908203399353845
