missing_hit,invalid_lift,mismatches,matches,mismatches_next_base,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
31221,1327,17455,62272,2090,0,0.21893461437154288,0.02621445683394584,112275,0.7101046537519483
