invalid_lift,missing_hit,matches,mismatches_next_base,mismatches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
111831,417,24,3,4,0,0.14285714285714285,0.10714285714285714,112276,0.0002493854430154263
