fraction_lifted,fraction_mismatches,fraction_mismatches_next_base,invalid_lift,matches,mismatches,mismatches_next_base,missing_chrom,missing_hit,n_sites
0.6996357077069301,0.2564053973037995,0.03022901583437514,6011541,12375903,4267444,503112,0,1133702,23788590
