mismatches,matches,missing_hit,mismatches_next_base,invalid_lift,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
71320,179669,24758,12294,9013,0,0.2841558793413257,0.048982226312706934,284760,0.8814053940160135
