matches,mismatches,invalid_lift,mismatches_next_base,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
179243,74719,8683,12265,22115,0,0.29421330750269725,0.048294626755183846,284760,0.8918457648546144
