invalid_lift,matches,mismatches_next_base,mismatches,missing_hit,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
42549,16917,51133,52273,536,0,0.7554993496169967,0.7390229801994508,112275,0.6162547316855934
