invalid_lift,missing_hit,mismatches,mismatches_next_base,matches,missing_chrom,fraction_mismatches,fraction_mismatches_next_base,n_sites,fraction_lifted
38687,8228,239,246,102,0,0.7008797653958945,0.7214076246334311,47256,0.007216014897579144
